user_id,book_id,rating
23193,1734,4
23193,479,4
23193,4684,3
23193,9732,4
15229,208,5
3491,690,3
3491,211,4
3491,881,4
3491,127,3
3491,193,4
3491,2465,3
3491,1601,3
3491,3062,3
3491,4370,5
3491,4356,3
3491,6060,4
3491,1234,4
3491,619,3
3491,6670,4
3491,1344,3
3491,2444,3
3491,1621,3
3491,4493,4
2463,677,4
9319,211,5
23197,2231,3
23197,1392,5
23161,1314,1
4701,1761,2
23201,408,3
23201,663,3
23201,5537,4
23201,374,4
23201,92,5
23201,127,4
23201,985,5
23201,3385,4
23201,211,4
23201,550,3
23201,1272,3
5942,537,2
23201,1224,4
23201,956,4
23201,3609,4
23201,881,4
23201,3308,4
23201,1888,1
10029,479,3
7459,6639,3
23203,1401,2
23203,462,4
23203,1777,4
23203,550,2
23203,1877,3
23203,472,4
23203,1344,3
23203,412,3
23203,303,5
23203,744,5
23203,719,5
23203,680,4
23203,1865,5
23203,5008,4
23203,1188,3
23203,2660,5
23203,7341,3
23203,1855,4
23203,1168,4
23203,9973,2
23203,4191,4
23203,790,5
16056,1392,4
23188,474,4
23188,3485,3
23188,439,4
23199,6348,4
23188,546,5
23188,2958,5
23188,1168,2
23188,408,4
23188,2503,4
23188,2357,3
23188,744,2
23188,7142,4
23213,5210,5
23213,329,4
23213,403,5
23213,479,5
23213,1314,2
23213,408,4
23213,6173,3
23214,3597,4
23213,8025,4
23213,4684,4
17619,8977,4
23217,315,5
23217,1188,3
23217,5713,3
23217,479,4
23217,403,5
23217,1371,5
23217,303,4
23217,2474,4
23217,1189,4
23215,7398,4
18006,2327,3
23211,208,3
23215,1099,5
23215,403,5
23204,8025,5
23204,4332,4
21962,374,5
21962,1710,3
23204,329,3
23204,4079,4
23220,4367,4
23113,92,3
23113,1189,2
23113,315,3
3089,3586,5
13959,385,3
15961,3335,4
15961,4370,4
15961,4664,4
15479,688,5
23212,1392,3
23212,973,5
23212,329,5
23220,92,4
23220,550,5
23202,1314,4
23202,403,5
23202,92,4
20664,303,3
20664,573,3
22578,211,4
23230,208,4
23231,385,5
23231,719,5
23231,208,5
23231,1672,5
23231,2627,5
23231,1888,5
23231,329,5
23231,1710,2
23231,881,3
23231,690,5
23230,508,4
23230,688,4
23230,1272,5
23230,329,3
13066,193,3
23231,472,5
23231,5163,5
23231,546,4
23231,1099,5
23231,6390,4
23231,819,2
23231,744,5
23231,3493,3
23035,439,3
23220,303,2
23238,479,4
23238,772,4
23075,1897,1
23075,3831,1
21872,8867,5
18015,329,4
23233,1303,5
23233,193,4
23233,127,4
23233,211,4
23233,1344,3
19855,479,3
19684,193,4
18379,772,4
23251,3335,4
23251,537,4
23251,5761,4
23251,6060,3
23251,8544,5
23251,6485,3
23251,2444,4
23251,1621,2
23251,990,4
23251,4417,4
23251,92,3
23251,127,4
23251,193,4
23251,211,4
23251,7111,5
18379,7778,4
23251,1761,4
23251,1078,5
23251,3683,5
23251,2707,4
23251,985,5
23251,1344,4
23251,1371,4
18379,2732,4
23251,663,3
23251,408,3
23251,5537,4
23251,6065,4
23251,1710,4
23251,474,4
23251,3485,4
23251,6156,4
23251,1148,5
23251,4493,3
23251,1851,5
23251,1294,4
23251,1516,3
23251,1683,4
23251,5806,4
23251,7480,4
23251,5012,2
23251,247,2
23251,4117,3
23251,303,1
23251,5531,4
20816,772,3
23251,8891,5
23251,900,5
23251,2503,5
23251,758,4
23251,4120,4
23251,5256,4
23251,2231,4
23247,412,4
23251,1303,1
23251,1877,4
23252,550,3
23252,508,3
23252,3024,4
23252,5833,4
5880,1851,4
23254,3026,5
20059,508,4
23257,329,4
20059,208,5
17947,329,4
23096,329,5
23096,690,3
23096,790,4
23096,1099,5
23096,127,5
23096,211,5
23260,663,3
23096,193,5
23260,8160,5
23096,374,5
23260,479,4
23260,403,5
23260,3923,4
23096,1344,4
23096,315,4
23096,1234,3
23096,303,3
23096,573,5
23096,247,5
23096,1692,4
23096,582,5
23096,2318,5
23096,2505,5
23096,2163,5
23096,3196,5
23096,5610,4
23096,6348,4
23260,398,4
23260,1060,5
23260,881,4
23260,546,4
23260,7151,4
23096,1303,5
23260,790,5
23260,1078,4
23260,303,3
23260,2439,4
23260,1855,5
23260,1384,3
23260,1099,4
23260,6617,5
6556,6751,5
19599,1314,4
8037,1078,3
23069,439,4
23069,3464,4
8147,3196,5
15864,2346,5
11041,6149,4
23243,208,3
13692,9939,4
23201,8047,3
23069,546,3
22125,1224,3
23266,3597,3
23266,7292,3
23268,403,3
23268,474,1
23268,6202,1
23268,7429,4
23268,6751,4
23268,7086,4
23268,247,4
23268,303,1
23268,1294,1
23268,1168,2
23268,7231,3
23271,1272,4
23051,193,5
23278,2298,4
23278,479,4
23278,403,3
23278,3552,4
23278,3717,4
23278,772,4
23278,4727,3
23278,6225,3
23278,6896,3
23278,819,3
7905,1294,5
17838,3868,2
17838,969,1
17838,398,2
19373,211,5
19373,193,5
19373,1344,5
9719,1683,4
19373,4748,5
23278,546,4
23278,6156,4
522,1683,4
23278,92,5
23278,969,3
23278,2220,3
23231,5051,3
12565,3542,3
23282,573,4
23282,374,5
23282,2503,4
23282,474,5
22149,8977,4
22339,3123,4
4933,398,4
4933,508,5
4933,247,4
4933,260,5
4933,985,5
4933,412,5
4933,5845,4
532,2357,4
14235,408,3
9175,3335,5
7440,6804,5
22652,374,4
23296,4332,3
18128,1897,4
23301,2958,5
23301,374,4
23301,439,4
23301,193,3
23301,127,3
2047,6612,4
2047,4330,4
2047,4684,4
23301,969,4
23301,211,3
23301,956,3
23301,315,1
23301,1235,4
22773,472,4
22773,4487,4
22773,1272,4
22773,5978,4
23303,92,3
23303,398,3
23303,758,5
23303,3033,4
23303,474,4
23303,3485,5
23303,1294,4
23303,3625,4
23303,4485,4
23303,1495,3
23303,1392,3
23303,6750,3
23303,1148,5
23303,2503,4
23303,2661,4
23303,3933,5
23303,412,3
23288,92,3
23288,247,4
23288,2560,4
23288,4397,3
23288,315,2
23288,1069,3
23288,2327,3
23288,680,1
23288,2310,4
23288,403,3
23288,3413,4
23288,5228,4
22520,303,4
22520,573,3
22520,1865,5
22520,1401,4
22520,5008,3
22520,2163,5
22520,3196,5
23308,472,5
10996,8549,3
6497,374,5
11122,472,4
2828,819,5
11122,329,2
11122,6751,5
11122,508,2
11122,247,3
11122,1877,5
15862,4262,4
15862,8014,4
15862,2505,5
15862,1684,5
15862,1371,5
15862,4397,5
15862,3009,4
15862,4059,5
15862,2220,4
15862,4398,4
15862,4699,5
15862,8313,5
15862,5471,4
15862,1992,5
15862,4191,5
15862,1621,5
15862,5228,4
23314,3986,5
23314,2342,3
23311,329,4
23225,1859,4
23315,374,4
23315,973,4
23318,92,4
23318,398,4
23318,127,4
23317,247,5
23317,5008,5
3858,6401,3
23318,6257,5
22912,7715,5
23224,1777,4
23224,1401,4
23224,580,4
19313,472,3
23320,3024,3
22587,1234,2
10904,973,3
23320,2163,3
23100,1168,4
23320,790,3
1592,127,4
15014,208,4
23323,193,4
23312,479,3
22758,1710,3
22758,7923,5
23273,1432,5
2773,4367,4
22169,900,4
19495,7231,4
23030,92,4
23329,744,3
23329,1865,5
23329,303,4
15308,8000,5
15308,5765,4
15308,8915,5
15308,900,5
15308,5120,5
15308,408,5
15308,6220,4
15308,2503,5
15308,474,3
15308,3586,4
15308,1624,2
15308,1973,1
15308,8553,4
15308,1148,4
12659,7628,4
23330,2498,3
23330,3543,3
23330,208,4
23330,3782,3
23330,479,3
23330,1967,4
18379,479,3
18379,127,4
18379,92,4
18379,9962,4
23259,408,5
23259,412,5
23259,472,5
23334,2175,3
23334,412,3
23335,3033,4
23335,408,4
23335,1710,3
23335,374,4
23335,3609,3
23335,1969,4
23335,2295,4
23335,9834,5
23335,5269,3
23335,2917,4
23335,688,4
23335,7917,4
23335,5051,4
23335,6612,3
23335,6285,4
23335,92,4
23335,127,4
23335,969,3
23335,211,2
23335,550,4
23335,193,2
23335,1060,4
23335,1272,3
23335,1148,4
23335,881,4
23335,3308,3
23335,6220,3
23335,1294,3
23335,1601,4
23335,2465,4
23335,2946,4
16454,247,3
16454,260,3
23338,208,5
23339,1734,5
5359,688,4
23338,1734,5
23336,211,4
23336,193,5
23336,1148,5
23339,412,4
23339,5845,5
23339,3543,4
23339,403,4
23342,403,3
23342,3923,3
23342,3720,4
23342,6751,5
23342,3949,4
23342,6173,4
23200,462,3
23200,193,3
23346,4758,4
23345,2627,5
23345,508,3
23345,6274,5
23345,211,4
23345,193,5
23345,1888,4
23345,1495,4
23345,772,3
23345,3717,4
23345,6880,3
23345,479,3
23346,4330,4
23346,1624,2
23349,878,4
23136,439,4
23348,408,1
16562,1851,5
23348,92,4
23348,127,4
18274,3196,3
21314,92,4
8991,1967,4
23353,2441,3
23353,3129,3
21314,193,4
23349,1303,4
23349,690,4
23349,403,4
23349,1877,5
23349,1516,4
23349,247,3
2828,3207,3
23349,1384,4
23303,1432,4
10201,1303,5
23357,9554,3
23356,969,5
23357,92,2
23357,550,3
23357,508,4
23357,6274,4
23357,1148,5
23357,969,3
23357,403,4
23357,1224,4
23357,8553,4
23358,550,1
23358,758,1
23359,1272,4
23359,1877,4
23359,1392,2
18372,744,5
20987,7187,4
20987,7594,4
23367,92,4
23367,211,4
2066,973,3
20987,6156,4
5067,973,4
2066,329,5
2090,4661,4
23375,408,5
23375,3675,3
23375,870,4
23375,1969,5
23375,7917,4
23375,2636,4
23375,3071,3
23375,1734,4
23375,3033,5
23375,92,5
22140,1495,4
23375,1272,4
23375,439,3
2427,260,3
2171,1851,4
14611,2841,5
23327,4893,4
23327,2958,5
23327,4018,3
23376,408,4
23376,1969,5
23376,2498,3
23376,92,1
23379,1734,4
13290,4399,3
23327,772,4
23379,2229,3
23379,3024,4
23379,508,3
23379,5545,5
23327,92,4
23327,408,4
23327,5258,4
23327,5784,4
23327,474,5
23327,2295,5
23327,439,5
23327,881,5
23327,1294,5
23327,1069,4
23327,1269,4
23327,472,4
23384,2175,3
23384,870,4
23384,329,4
12112,956,5
16314,208,5
23387,260,5
23387,412,5
23387,303,5
23387,1384,5
2291,4887,5
23386,92,5
23385,474,4
23385,1294,3
23385,688,3
23385,3625,2
23385,3485,5
23385,1099,5
23385,8891,4
23385,208,4
834,3335,5
4013,758,4
13478,1148,4
8373,9688,5
1603,4758,4
23396,3335,3
23396,462,3
23388,4395,5
23396,3287,3
23396,663,5
23396,211,3
23396,550,4
23396,688,5
23396,1624,4
23396,881,3
23396,5369,3
23396,1851,3
18330,5784,5
23397,412,3
23397,1269,5
23397,247,4
23397,573,3
23395,1168,5
23395,1384,5
23395,4050,5
23395,6390,4
23395,744,5
23395,1865,4
23395,719,5
23395,790,5
23254,208,4
23395,303,3
23395,1855,5
23254,1621,4
23400,1234,3
23254,211,3
23395,1234,5
23400,1672,5
23203,4262,5
23400,303,5
23400,719,4
23400,472,4
23400,5163,4
23400,1099,3
23400,546,5
10668,208,4
10668,211,4
19354,193,5
10668,790,3
21374,303,1
21374,1168,4
23395,247,5
23395,260,5
23395,2505,5
10668,6998,3
10668,956,5
23395,3542,5
4470,2707,5
4470,985,4
4470,1516,2
4470,2318,3
23240,688,5
20202,688,4
20202,403,4
20202,1967,4
5305,1069,3
23405,303,3
23384,3152,4
23384,193,4
23384,1188,4
23384,3603,5
23384,260,5
23384,1507,5
23384,582,2
23384,1683,5
23384,2442,5
23384,6398,4
23384,2310,1
23384,3026,3
23384,403,4
23384,2318,4
23384,412,4
23384,408,3
23384,3071,3
23384,6928,5
23383,3625,2
23383,5258,4
23383,474,3
23383,900,3
23408,1672,5
23408,9204,2
23408,1888,3
23408,92,3
23408,193,5
23409,479,4
23408,1969,2
23408,508,2
23408,546,5
23408,772,2
23408,1432,3
23408,3717,2
23408,3949,2
23408,6225,2
23408,6880,2
23408,4727,3
23408,4695,2
23408,6820,5
23408,9182,5
23408,1224,3
23408,1269,4
23408,412,3
1849,5833,3
18584,537,5
277,4887,4
23413,1234,4
23414,329,5
6,2661,5
23414,878,3
23418,4332,3
23418,7723,2
761,3287,3
23422,2707,4
10796,690,2
22140,9973,4
17636,4050,4
23424,663,3
23424,479,5
21938,412,5
23427,92,2
23427,127,3
23427,1926,3
23427,193,3
23427,408,3
23427,1272,3
23427,3543,4
23425,439,5
23425,7517,5
23425,1985,3
23430,772,2
23430,546,2
23430,403,2
23430,4330,2
19027,1234,4
23432,1234,5
23432,6670,5
23432,1168,5
23432,3707,5
19027,6285,4
22026,329,5
19027,303,2
19027,1349,3
22026,385,5
22026,398,5
22026,758,5
22026,619,5
22026,573,1
22026,7946,4
22026,6998,5
22026,5327,5
22026,92,5
22026,1432,5
22026,3717,5
22026,7723,5
22026,5210,5
22026,3552,5
22026,4485,5
22026,6225,5
22026,8390,5
22026,819,5
22026,1624,5
22026,6820,5
22026,8403,5
22026,7198,5
56,1672,5
23379,1672,5
15055,870,4
19154,573,2
19848,8084,4
19274,193,5
23441,2295,3
23441,211,4
23441,932,5
23441,127,5
23441,92,3
23440,2917,4
23441,2560,4
23441,5471,4
23441,193,5
23441,1371,5
23441,1078,5
23441,315,4
23441,260,5
23441,5228,3
23441,1926,5
23441,985,5
23441,4620,5
23441,5495,5
23441,8064,4
23441,2220,5
23441,1157,3
23441,2327,4
23441,1344,3
23441,1683,5
23441,2329,4
23441,2444,4
23441,3361,4
23441,4664,4
23441,4823,3
23441,2442,4
20860,5163,4
23441,3071,4
23440,398,3
23441,688,3
23441,2346,5
23441,550,5
23441,398,3
23441,1060,3
23441,677,4
23441,969,4
23441,1154,5
23441,1349,5
21332,6751,5
21332,3720,5
16704,9563,5
19056,546,2
19056,881,3
16337,508,4
23438,1099,5
23438,6390,5
23438,1168,5
23438,1384,5
23438,3707,5
23438,1303,3
23438,744,4
23438,719,4
23438,303,2
23438,2439,4
23318,1168,5
23318,303,1
23318,3196,4
23318,403,5
23449,4597,4
23373,474,3
23450,412,2
21611,2928,3
21611,4404,4
23456,3868,4
23456,4727,3
17375,7086,5
23456,1624,5
17375,3464,4
23456,819,2
17375,6751,5
23456,772,3
23456,3949,3
23456,9649,3
23456,479,2
23456,2342,3
23456,1294,5
23456,3625,5
23456,8375,5
23456,6202,5
23456,3485,5
23456,474,5
23456,3552,3
23456,4485,5
23456,5806,5
23456,3342,5
23456,2226,5
23456,2732,3
23456,2958,5
23456,6156,5
23456,5327,5
23456,7198,5
23456,3464,3
23457,772,4
23457,247,5
6,374,5
6,208,2
6,439,1
6,4080,5
6,1859,5
6,5369,5
6,7341,4
6,5723,5
6,8033,5
6,688,5
6,2290,5
23460,408,4
23460,2295,4
12833,211,3
12833,193,3
12833,127,3
12833,1683,2
7822,398,4
7822,474,3
7822,1272,4
7822,1148,5
7822,956,4
12833,398,3
7822,4147,5
7822,2357,5
7822,9834,5
12833,5210,4
12833,6820,4
12833,8025,3
7822,3287,4
7822,5012,5
23463,247,5
23463,315,2
23463,1157,3
23463,303,4
23463,193,4
23463,211,4
23463,1069,5
23463,1401,5
23463,3287,5
23463,1060,5
23463,1188,3
23463,1384,4
6428,6285,3
23463,4080,5
23463,208,3
23465,6173,4
518,3782,3
23468,4684,2
23468,3552,4
23468,8611,4
23468,8472,4
23468,3717,4
23468,6272,4
23468,4485,5
23468,408,5
23468,439,4
23468,4018,5
23468,6219,5
23468,1224,5
23468,1235,5
23468,4120,4
23468,5256,5
23468,3609,5
23468,7398,5
23468,5269,4
23467,1384,3
23467,1168,4
23467,546,4
23467,303,3
23467,472,4
23469,408,5
23467,3049,4
23469,1420,5
23467,2439,5
23467,6390,3
23467,1865,3
6635,5255,4
23467,5283,5
23473,2298,3
23473,550,3
23473,758,4
23473,3683,3
23473,2841,4
23473,474,4
23473,6156,3
23473,1060,4
23473,2661,3
23473,1294,4
23473,2290,5
23473,1392,3
23473,3986,4
23473,3287,3
23469,3033,5
23473,1224,4
23473,2503,3
23473,3696,4
23473,5258,3
23473,3933,4
23473,2357,4
23465,6317,5
14307,2441,4
23474,412,5
23476,3335,5
23476,6285,5
11330,8977,3
23345,3552,2
23477,9078,5
22782,1235,5
6944,6485,4
21732,1384,4
21732,4050,3
21732,546,2
21732,1168,3
21732,1294,4
21732,3049,3
21732,7669,3
21732,8907,4
21732,1734,4
23469,8891,5
23469,546,5
23481,412,5
21444,3950,3
6068,3335,4
18443,9182,3
9778,985,4
9778,2707,3
23463,550,3
23463,1224,1
23463,969,3
23463,374,4
19680,973,4
23488,260,3
7138,546,4
22838,211,3
22838,193,5
23490,1154,5
8097,408,4
8097,374,4
8097,1969,4
8097,439,4
8097,4018,4
8097,881,4
8097,7910,4
8097,472,5
8097,546,4
8097,4270,3
8097,1516,5
8097,4330,4
8097,4733,4
8097,3717,3
8097,7198,4
8097,7869,4
8097,1601,4
8097,7151,3
8097,2946,4
8097,5369,3
8097,4744,4
8097,5537,4
8097,5334,3
8097,744,3
8097,3207,4
8097,6882,3
8097,6620,4
8097,9874,3
23490,6548,3
23491,690,5
23491,303,5
23492,4332,5
23492,3586,5
23493,2231,4
23493,546,5
23493,211,4
23422,8433,3
16537,508,3
23497,1234,4
23472,208,4
8013,550,4
23497,1692,4
23497,2163,5
23500,127,3
23500,932,4
23500,2560,4
23500,5424,2
23500,1992,5
23500,4397,5
23500,3026,4
23500,1507,2
23500,3009,4
23500,5228,3
23500,247,5
23500,260,5
23500,315,5
23500,582,4
23500,2318,4
23500,1157,4
23500,2327,4
23500,3129,3
23500,680,2
23502,315,4
23502,582,3
23502,3661,3
23500,472,4
23502,5779,3
23502,1705,3
23502,4397,4
23502,4620,5
23503,688,4
23502,127,4
23502,92,4
3672,900,3
1149,8977,4
8013,508,5
8013,772,5
19961,1148,3
8013,9078,4
23508,688,5
23508,374,5
23508,2298,5
23508,5978,4
23508,1392,5
23508,758,4
23508,2229,4
23508,508,4
23508,677,4
23508,9962,5
23508,1168,5
23508,1384,5
23508,3707,4
23508,5327,5
23508,6998,5
23508,4071,4
23508,1148,3
23508,9999,5
23508,92,5
23508,315,5
23508,6390,5
23508,790,5
23508,6617,5
21868,92,4
23511,439,4
23511,1224,5
23511,6219,5
23511,1235,3
23511,3609,5
17426,5996,2
22192,5833,4
10444,9163,4
5917,208,3
23515,2636,4
23515,1392,4
23515,6750,4
1673,2441,5
23517,932,4
23517,260,5
23517,537,5
23517,1078,5
23517,1507,5
23517,1750,5
23517,619,5
23517,2329,5
23517,1683,5
23517,680,5
23517,6398,5
23517,4262,5
23517,3542,5
23517,7547,5
23517,5779,5
23517,2560,5
23517,5675,5
23517,412,5
23517,303,5
23517,790,5
23517,7341,5
23517,2036,5
23517,3059,5
23517,8485,5
23517,4117,5
23517,1384,5
23409,973,4
23519,472,5
23519,881,5
23519,4370,3
23519,5163,5
23519,7151,5
23519,4744,4
23519,1099,5
23519,6390,4
23519,6204,4
23519,8907,5
23519,1168,5
23519,462,4
5302,5786,3
5302,7111,4
18397,1761,2
8325,881,3
16592,2636,3
8325,4744,3
8325,819,4
18085,398,3
18942,9700,3
23521,92,3
23521,127,3
23521,1069,3
23521,211,3
23521,193,3
23521,508,3
23521,8867,3
23521,5068,4
23519,772,4
7638,870,5
23519,6156,5
23521,1272,3
23521,1877,3
23521,329,3
23521,2295,2
23521,479,3
23521,772,4
23521,1967,4
23521,1859,3
23521,472,5
23521,2934,3
23521,1303,3
23521,1601,3
23521,4744,3
23521,5163,3
23521,819,4
23521,4487,3
23521,956,3
23521,546,4
23521,1099,5
23521,7669,3
23521,573,2
8325,2421,5
8325,1392,5
19798,8472,4
8325,772,4
8325,2732,5
8325,4071,3
8325,1432,3
8325,4695,4
21546,6609,5
8325,374,4
8325,4079,4
21012,479,3
23525,408,3
8013,2732,3
23527,870,5
23527,690,5
23527,2636,5
23527,92,5
23527,398,4
23527,508,4
23501,2229,4
23501,92,5
23501,211,4
23501,973,4
23501,1148,4
23501,2661,4
23501,6401,4
23501,2357,5
23501,315,4
23501,412,4
23501,546,4
23501,1234,4
23531,208,4
23501,819,4
23501,4487,5
23501,2465,4
23501,2444,5
23501,4744,4
23501,5163,5
23501,5995,5
23501,1601,4
23501,7998,4
23501,1692,4
23501,790,4
23501,1384,5
23501,6617,5
23532,690,2
23532,1672,5
23532,412,4
23532,5008,3
22344,969,4
22344,92,3
22344,479,3
23537,208,5
23537,870,5
23537,546,5
23534,2342,4
23537,688,4
23534,9667,4
23533,1855,3
23540,719,3
23540,329,4
23540,398,3
23540,193,4
23540,1272,4
23541,5496,5
23533,573,4
23533,412,4
23533,2310,3
23533,2163,4
23542,870,5
23542,1672,5
23505,3831,5
23505,1234,5
23545,1099,5
23545,2732,5
23541,5283,4
23541,1855,4
19854,1446,3
19854,819,4
19854,4487,2
19854,956,4
19854,546,5
19854,2958,5
19854,1099,3
19854,6390,2
19854,2627,3
19854,573,2
19854,2255,4
19854,4744,3
19854,6620,3
19854,4395,3
19854,2231,5
19854,3059,4
19854,1314,3
19854,3789,4
19854,6997,3
19854,8553,2
19854,92,2
19854,6966,4
4163,2636,4
23515,472,4
3078,2707,4
2494,537,4
16395,508,4
3273,9700,3
3273,3542,3
22840,1078,5
23376,6996,4
22840,956,5
23376,3586,5
23556,1307,2
23556,690,5
23556,1761,3
23556,260,5
23556,1684,2
23556,1148,3
23556,2444,3
3401,677,4
23560,92,5
23560,127,5
23560,2917,3
23560,4079,5
23560,2295,5
23560,9834,5
23560,985,5
23560,211,5
23560,208,5
23560,550,4
23557,690,4
23560,5545,5
23560,1851,4
23560,408,5
23560,193,5
23560,3603,5
23560,7111,5
23560,3129,5
23560,2253,5
23557,374,4
23560,508,5
23560,758,5
23560,688,5
23560,5068,4
23560,439,5
23560,374,5
23560,1235,5
23560,881,5
23560,1269,5
23560,8047,5
23560,2357,5
23560,1516,5
23560,1969,5
23560,1683,5
14176,329,1
17813,973,5
17813,1148,2
22872,247,3
22872,303,4
22872,2163,3
23564,2163,4
23573,247,4
23573,1684,5
23573,1507,5
23573,1992,5
23573,4702,5
23573,4191,5
23573,1750,5
23573,2505,5
23573,3009,5
23573,315,5
23573,260,5
23573,582,5
23573,1157,5
23573,680,5
23573,412,5
23573,5845,4
5727,663,4
3588,208,5
23569,439,5
23578,412,5
23524,9432,5
23524,1314,5
23524,8375,2
23524,900,4
23524,2503,4
23524,474,3
23524,92,5
23524,550,4
23524,2498,5
23524,6996,5
23524,688,5
3397,537,4
23524,2342,3
5732,193,4
23524,3597,4
23524,9554,5
23524,7292,4
23524,408,5
23524,663,5
23524,3586,4
23524,2298,2
23524,1420,4
23524,398,4
23524,508,3
23547,1272,4
23524,1060,4
23547,208,4
23524,1099,4
23524,1168,4
23524,3707,3
23524,546,4
23524,3049,3
23524,5068,5
23524,5833,4
23524,3986,4
8325,1888,4
23581,690,4
23581,878,5
23581,3597,5
23581,127,5
23581,550,5
23581,398,5
23581,1060,5
6497,1710,4
23054,2346,4
269,3308,4
23585,462,4
23585,580,3
21506,1624,3
23585,690,3
23585,408,4
23585,374,4
23585,3543,1
23585,2231,4
23585,92,1
23585,398,3
23585,1272,3
23585,772,2
23585,546,2
23585,479,2
23585,2732,2
23585,819,2
23585,881,3
23585,315,1
23585,3720,3
21506,4695,3
13846,6804,4
14999,4887,4
23570,3650,5
23566,472,5
23566,881,4
23566,4370,5
23566,1303,3
23566,2934,5
23566,5163,5
23566,5995,3
23566,5334,4
23566,1601,5
23566,7151,5
23566,1234,5
23566,1973,5
23566,573,3
23566,5327,5
23566,6998,3
23566,7946,4
23566,2421,4
23566,247,5
23566,790,4
23566,744,5
23566,3707,4
23566,719,5
23566,303,4
23566,1384,4
23566,546,5
23566,3049,5
23593,2229,3
23507,1973,3
1224,3882,3
14931,3603,3
14931,1624,2
1748,677,3
1748,1851,4
23595,3033,5
23595,1234,5
23595,3049,5
23596,374,4
23596,439,4
23596,900,5
23596,6857,5
23596,6220,4
23596,2226,4
23596,1314,3
23596,1235,4
23596,474,3
23596,4120,4
23596,5258,3
23596,4661,5
23596,6620,4
23596,8623,3
23596,5537,3
23596,6011,3
23596,8400,3
23596,7187,4
23595,1269,5
23596,6401,3
23596,1710,3
23596,4079,4
23596,92,2
23596,6046,3
21639,208,4
21639,1269,5
21639,3782,4
21639,6612,5
13707,7910,5
13707,881,4
13707,2229,3
13707,2255,4
13707,7923,5
10674,1384,4
23604,7292,5
23604,3597,5
22563,1877,4
12149,1672,4
18431,7628,4
21631,1314,3
23467,6011,4
19122,6804,3
23607,127,2
23607,211,3
23607,247,5
23607,1992,3
23607,582,5
23607,2414,5
23607,680,4
23607,260,3
23607,329,5
23607,439,4
23301,92,4
23301,1371,3
23301,6204,3
23301,403,3
23301,4417,3
23301,932,3
4170,1148,4
14439,462,2
4170,208,5
14439,4733,3
11534,5327,5
22327,973,3
22327,329,5
23613,1624,4
22327,4079,2
23602,1624,3
10884,5256,4
10884,8977,4
10884,6485,3
23066,1624,2
23617,208,4
10884,8891,4
13318,573,5
23617,758,5
23617,508,3
10884,7967,3
23617,1269,4
10884,6609,4
10884,546,3
23358,973,1
23614,2175,4
23614,9946,4
23614,1224,4
23614,1235,3
23614,881,3
23614,92,3
23614,772,3
23614,546,3
23614,5068,4
13707,3868,3
13707,3464,3
23620,1168,3
23620,573,2
23620,1269,1
23620,2163,4
23623,408,4
23623,1734,5
23623,374,5
23623,2498,5
23623,2841,5
23623,688,5
23623,6564,5
23623,9834,5
22481,1269,4
23623,92,5
23623,127,5
23623,758,5
23623,6612,5
23623,3782,4
23623,474,5
23623,1269,5
23623,4079,5
23623,3933,5
23623,881,5
23627,1624,4
23621,1392,5
23621,688,5
23621,546,5
23621,1099,5
23621,6390,5
21146,9032,4
23621,1168,5
23621,1384,5
23621,6272,5
13742,744,4
5089,5761,4
17986,329,3
23630,1392,3
23631,956,3
23630,772,3
23630,6820,4
23630,211,3
23630,398,4
23630,3586,4
23630,1060,4
23630,247,3
23632,819,5
28,3335,4
23632,4332,3
23632,479,1
23632,403,4
23632,1967,4
23630,4071,4
13707,398,3
17082,3335,1
17082,462,2
17082,580,1
13707,3650,3
13707,1392,2
23590,208,3
7173,7715,3
3434,7898,4
3434,2627,3
3434,4367,3
23627,5531,5
23627,1294,5
23627,3625,5
23627,6156,4
23627,3485,5
23627,474,5
552,2253,5
18152,9957,4
7230,208,4
4270,6564,5
3753,3342,2
23643,247,5
23643,193,4
23643,2560,4
15276,474,4
15276,374,4
23473,900,4
15616,9957,2
6940,677,5
2597,677,4
23644,329,5
23644,969,5
23644,744,5
23644,719,5
22123,3683,3
23646,3071,4
23126,211,3
23126,127,3
16775,7480,5
23637,315,2
23637,573,2
23637,973,2
23637,1750,2
23637,2163,3
3815,956,3
23653,92,4
23653,969,4
2441,537,3
23655,580,4
23655,4893,3
23655,4080,4
7477,1344,2
23655,719,5
23655,744,5
23655,790,5
23655,1099,4
23655,7778,3
23655,1384,4
23655,1303,3
23655,1855,4
23655,439,3
23655,3789,4
8530,881,4
23655,6219,3
23655,193,4
23655,619,3
23655,573,2
23655,819,4
23655,870,5
23657,127,1
23657,508,3
23656,546,5
23656,439,5
23657,1189,3
23656,403,4
23656,1973,3
23656,7151,4
23656,1234,3
23656,4071,4
23656,260,3
23656,1303,4
23656,4744,4
23656,5163,4
23656,4395,4
23656,1269,4
23656,315,3
23656,303,2
23656,790,3
23656,1855,3
5059,5012,5
3224,208,4
3224,193,3
3230,385,5
23658,973,4
23658,6605,1
6921,5283,4
6921,329,4
23662,3071,5
14648,6750,3
7744,677,4
23637,208,2
1161,4958,4
23665,772,3
23665,479,4
23665,6880,4
23665,3717,4
23665,3868,5
23665,1371,5
10098,2841,5
10098,5634,5
23670,546,3
22805,1189,2
22805,303,3
22805,573,2
22805,247,3
22805,3493,3
22805,9344,2
22805,1157,2
22805,1507,2
15510,1859,4
23673,127,5
23673,92,4
