book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,edu_score,fiction_score,offscope_score
4661,61663,61663,1816628,10,345376595,9780345376600.0,"Carl Sagan, Ann Druyan",1994.0,Pale Blue Dot: A Vision of the Human Future in Space,Pale Blue Dot: A Vision of the Human Future in Space,eng,4.32,19834,20602,661,380,517,2206,6529,10970,https://images.gr-assets.com/books/1500191671m/61663.jpg,https://images.gr-assets.com/books/1500191671s/61663.jpg,2661,991,0.0
4664,2251306,2251306,2257186,43,979777704,9780979777710.0,John Medina,2008.0,"Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School","Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School",,4.0,19172,21882,1362,294,1037,4683,8266,7602,https://images.gr-assets.com/books/1328763686m/2251306.jpg,https://images.gr-assets.com/books/1328763686s/2251306.jpg,981,286,16.0
4684,25698,25698,1373762,513,553585975,9780553585970.0,Adam Smith,1776.0,An Inquiry into the Nature and Causes of the Wealth of Nations ,The Wealth of Nations,eng,3.87,17180,20550,667,365,1331,5253,7277,6324,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2974,791,0.0
4695,31862,31862,2342366,73,872204200,9780872204200.0,"René Descartes, Donald A. Cress",1637.0,Discours de la Méthode suivi de Méditations Métaphysiques,Discourse on Method and Meditations on First Philosophy,eng,3.67,20522,21289,306,651,1997,6288,7044,5309,https://images.gr-assets.com/books/1405624402m/31862.jpg,https://images.gr-assets.com/books/1405624402s/31862.jpg,1697,295,41.0
4699,68143,68143,3250675,38,385721706,9780385721710.0,James Surowiecki,2004.0,The Wisdom of Crowds,The Wisdom of Crowds,eng,3.8,18457,19282,627,421,1364,5148,7135,5214,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1256,555,0.0
4702,8676,8676,165637,70,684845776,9780684845780.0,"Anthony Robbins, Kenneth H. Blanchard, Jason Winters",1986.0,Unlimited Power : The New Science Of Personal Achievement,Unlimited Power : The New Science Of Personal Achievement,,4.21,18588,19679,381,361,725,3052,5911,9630,https://images.gr-assets.com/books/1419212761m/8676.jpg,https://images.gr-assets.com/books/1419212761s/8676.jpg,547,92,2.0
4727,18288,18288,1072226,383,521657296,9780521657300.0,"Immanuel Kant, Paul Guyer, Allen W. Wood",1781.0,Kritik der reinen Vernunft,Critique of Pure Reason,eng,3.92,19521,21509,454,688,1489,4643,6790,7899,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2815,455,35.0
4733,385228,385228,2387235,410,140432078,9780140432080.0,John Stuart Mill,1859.0,On Liberty,On Liberty,eng,3.93,19604,21567,566,344,1201,5117,7759,7146,https://images.gr-assets.com/books/1459346459m/385228.jpg,https://images.gr-assets.com/books/1459346459s/385228.jpg,1217,619,16.0
4740,213233,213233,1573617,26,805082115,9780805082110.0,Atul Gawande,2007.0,Better: A Surgeon's Notes on Performance,Better: A Surgeon's Notes on Performance,en-US,4.19,17109,19064,1579,90,390,2914,8043,7627,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1145,839,111.0
4744,49176,49176,817417,79,345032799,9780345032800.0,Eric Berne,1964.0,Games People Play,Games People Play,en-US,3.81,17035,19189,596,415,1483,5128,6427,5736,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,501,131,0.0
4748,206309,206309,1138219,47,786866020,9780786866020.0,"Stephen C. Lundin, Harry Paul, John Christensen, Kenneth H. Blanchard",1996.0,Fish! A Remarkable Way to Boost Morale and Improve Results,Fish: A Proven Way to Boost Morale and Improve Results,eng,3.92,19405,20340,770,466,1291,4735,6684,7164,https://images.gr-assets.com/books/1393219562m/206309.jpg,https://images.gr-assets.com/books/1393219562s/206309.jpg,776,200,0.0
4758,161744,161744,2548496,538,143036254,9780143036260.0,Thomas Paine,1776.0,Common Sense,Common Sense,eng,3.97,16864,22652,1122,281,1132,5353,8174,7712,https://images.gr-assets.com/books/1309209451m/161744.jpg,https://images.gr-assets.com/books/1309209451s/161744.jpg,1470,886,14.0
4767,13435889,13435889,18938981,37,547564651,9780547564650.0,Paul Tough,2012.0,"How Children Succeed: Grit, Curiosity, and the Hidden Power of Character","How Children Succeed: Grit, Curiosity, and the Hidden Power of Character",eng,3.91,16402,18145,1947,323,872,4268,7381,5301,https://images.gr-assets.com/books/1344730141m/13435889.jpg,https://images.gr-assets.com/books/1344730141s/13435889.jpg,1427,1099,502.0
4803,17660462,17660462,24650037,54,316219266,9780316219270.0,Brad Stone,2013.0,,The Everything Store: Jeff Bezos and the Age of Amazon,eng,4.06,20539,24678,1577,391,774,4261,10710,8542,https://images.gr-assets.com/books/1365394361m/17660462.jpg,https://images.gr-assets.com/books/1365394361s/17660462.jpg,1428,419,360.0
4823,1635,1635,1436710,37,609610570,9780609610570.0,"Larry Bossidy, Ram Charan, Charles Burck",2009.0,,Execution: The Discipline of Getting Things Done,en-US,3.83,18065,18545,313,502,1362,4635,6322,5724,https://images.gr-assets.com/books/1350857284m/1635.jpg,https://images.gr-assets.com/books/1350857284s/1635.jpg,948,69,0.0
4824,20663702,25189315,39962326,23,393240231,9780393240240.0,Caitlin Doughty,2014.0,Smoke Gets in Your Eyes: And Other Lessons from the Crematory,Smoke Gets in Your Eyes: And Other Lessons from the Crematory,eng,4.04,10979,21669,3029,550,941,3694,8369,8115,https://images.gr-assets.com/books/1416181987m/20663702.jpg,https://images.gr-assets.com/books/1416181987s/20663702.jpg,2310,2123,1156.0
4843,15797397,15797397,21520265,39,1400069807,9781400069800.0,Michael Moss,2013.0,Salt Sugar Fat: How the Food Giants Hooked Us ,Salt Sugar Fat: How the Food Giants Hooked Us,eng,3.98,18542,20455,2615,407,876,4094,8465,6613,https://images.gr-assets.com/books/1361919312m/15797397.jpg,https://images.gr-assets.com/books/1361919312s/15797397.jpg,2102,1761,835.0
4880,73945,73945,1692879,306,865163480,9780865163480.0,"Plato, James J. Helm",-390.0,Απολογία,Apology,eng,4.15,18261,22265,671,301,818,3836,7668,9642,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1740,365,19.0
4887,6694937,6694937,6890544,21,61733636,9780061733640.0,"John Heilemann, Mark Halperin",2010.0,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime","Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",,4.1,16800,18986,2555,119,486,3209,8656,6516,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,985,965,37.0
4893,148821,148821,515240,30,142000159,9780142000150.0,Ross King,2000.0,Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,en-US,3.84,17931,18672,677,744,1261,4278,6357,6032,https://images.gr-assets.com/books/1309288056m/148821.jpg,https://images.gr-assets.com/books/1309288056s/148821.jpg,603,557,78.0
4908,900,900,387,44,60554738,9780060554740.0,Neil Strauss,2005.0,The Game,The Game: Penetrating the Secret Society of Pickup Artists,en-US,3.73,16698,19145,1517,702,1643,4766,6953,5081,https://images.gr-assets.com/books/1410129471m/900.jpg,https://images.gr-assets.com/books/1410129471s/900.jpg,773,580,174.0
4953,18176747,18176747,25548865,20,62273205,9780062273210.0,Ben Horowitz,2014.0,The Hard Thing about Hard Things: Building A Business When There Are No Easy Answers,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,eng,4.2,19492,22549,1300,413,779,3215,7627,10515,https://images.gr-assets.com/books/1386609333m/18176747.jpg,https://images.gr-assets.com/books/1386609333s/18176747.jpg,1337,218,29.0
4958,10909804,10909804,10270290,33,1592406521,9781592406520.0,Simon Garfield,2010.0,Just My Type: A Book About Fonts,Just My Type: A Book About Fonts,en-US,3.79,22046,23329,1176,1126,1938,5496,6966,7803,https://images.gr-assets.com/books/1327886002m/10909804.jpg,https://images.gr-assets.com/books/1327886002s/10909804.jpg,1568,1109,9.0
5008,720298,720298,706540,40,894864025,9780894864020.0,Melody Beattie,1986.0,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,,4.13,18340,19838,737,315,853,3510,6440,8720,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,670,184,31.0
5012,6496815,6496815,6688299,39,446504122,9780446504130.0,"Po Bronson, Ashley Merryman",2008.0,NurtureShock: New Thinking About Children,NurtureShock: New Thinking About Children,en-US,4.04,17310,20054,2789,218,733,3803,8585,6715,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1739,1317,395.0
5027,4591,4591,1987129,44,60894083,9780060894080.0,Matt Ridley,1999.0,Genome: The Autobiography of a Species in 23 Chapters,Genome: the Autobiography of a Species in 23 Chapters,en-US,4.02,17684,18917,713,422,777,3656,7196,6866,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2361,892,0.0
5051,18646,18646,2351782,60,140280553,9780140280560.0,Dava Sobel,1999.0,Galileo's Daughter,"Galileo's Daughter: A Historical Memoir of Science, Faith and Love",en-US,3.74,21260,22333,1363,667,1607,6106,8420,5533,https://images.gr-assets.com/books/1414607526m/18646.jpg,https://images.gr-assets.com/books/1414607526s/18646.jpg,1542,1091,788.0
5068,210404,210404,321811,74,195007778,9780195007770.0,Aldo Leopold,1949.0,A Sand County Almanac,A Sand County Almanac and Sketches Here and There,,4.24,16792,19142,908,184,601,2919,6156,9282,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,942,648,85.0
5120,647,647,621375,73,312421435,9780312421430.0,Naomi Klein,1999.0,No Logo,No Logo,en-US,3.86,18792,20634,767,415,1279,4865,8205,5870,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1803,1270,0.0
5163,781844,781844,6253,64,684839385,9780684839390.0,Elisabeth Kübler-Ross,1969.0,On Death and Dying,On Death and Dying,eng,4.15,17937,19625,365,137,606,3630,7013,8239,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,719,431,112.0
5210,80369,80369,1946946,70,679752552,9780679752550.0,"Michel Foucault, Alan Sheridan, Thomas Mathiesen, Walter Seitter, Drago Braco Rotar",1975.0,Surveiller et punir. Naissance de la prison,Discipline and Punish: The Birth of the Prison,eng,4.21,16892,18390,593,224,539,2626,6772,8229,https://images.gr-assets.com/books/1400737037m/80369.jpg,https://images.gr-assets.com/books/1400737037s/80369.jpg,2054,750,10.0
5226,1491906,1491906,1483174,21,1594201501,9781594201510.0,Sudhir Venkatesh,2008.0,Gang Leader for a Day,Gang Leader for a Day: A Rogue Sociologist Takes to the Streets,,4.01,15387,17196,1562,181,697,3557,7155,5606,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1006,864,224.0
5228,183554,183554,177444,44,785281126,9780785281120.0,John C. Maxwell,1993.0,Developing the Leader Within You,Developing the Leader Within You,,4.18,15817,16298,256,215,564,2700,5424,7395,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,800,81,27.0
5255,9827912,9827912,14423132,50,307377334,9780307377330.0,David Eagleman,2011.0,Incognito: The Secret Lives of the Brain,Incognito: The Secret Lives of the Brain,eng,3.98,11957,17969,1301,312,866,3739,6934,6118,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2223,901,0.0
5256,22543,20663770,1204936,26,393062244,9780393062240.0,Neil deGrasse Tyson,2006.0,Death by Black Hole: And Other Cosmic Quandaries,Death by Black Hole - And Other Cosmic Quandaries,eng,4.11,9815,18702,1021,404,645,2981,7133,7539,https://images.gr-assets.com/books/1395019749m/22543.jpg,https://images.gr-assets.com/books/1395019749s/22543.jpg,2782,1144,25.0
5258,17977,17977,3135643,37,061861916X,9780618619160.0,Richard Dawkins,2004.0,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,en-US,4.13,16775,17617,606,542,667,2645,5946,7817,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2237,868,15.0
5269,38412,38412,38182,80,385493622,9780385493630.0,Simon Singh,1997.0,Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,eng,4.22,15738,18750,780,98,368,2764,7593,7927,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2077,793,45.0
5283,588138,588138,971054,86,691017840,9780691017850.0,Joseph Campbell,1949.0,The Hero with a Thousand Faces,The Hero With a Thousand Faces,eng,4.24,17920,21207,1263,241,739,2978,6886,10363,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2366,1624,410.0
5327,457264,457264,879666,126,679724516,9780679724510.0,"Simone de Beauvoir, H.M. Parshley, Deirdre Bair",1949.0,"Le deuxième sexe: I. Les faits et les mythes, II. L'expérience vécue",The Second Sex,eng,4.09,18648,21160,833,243,794,3876,8087,8160,https://images.gr-assets.com/books/1327978178m/457264.jpg,https://images.gr-assets.com/books/1327978178s/457264.jpg,548,357,0.0
5334,923950,923950,908967,36,553062182,9780553062180.0,Elaine N. Aron,1996.0,The Highly Sensitive Person - How to Thrive when the World Overwhelms You,The Highly Sensitive Person: How to Thrive When the World Overwhelms You,eng,3.87,19447,20599,858,670,1406,4731,6985,6807,https://images.gr-assets.com/books/1320525063m/923950.jpg,https://images.gr-assets.com/books/1320525063s/923950.jpg,1925,836,18.0
5363,18775365,18775365,26680498,13,147673190X,9781476731900.0,Jeff Hobbs,2014.0,The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League,The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League,eng,4.13,14451,16770,2163,219,531,2686,6804,6530,https://images.gr-assets.com/books/1420938377m/18775365.jpg,https://images.gr-assets.com/books/1420938377s/18775365.jpg,834,834,498.0
5369,612188,612188,848877,71,679723951,9780679723950.0,"C.G. Jung, Aniela Jaffé, Richard Winston, Clara Winston",1961.0,"Erinnerungen, Träume, Gedanken von C.G. Jung","Memories, Dreams, Reflections",eng,4.19,16810,17604,453,373,614,2690,5618,8309,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1339,343,466.0
5420,61539,61539,1748176,85,226458083,9780226458080.0,Thomas S. Kuhn,1962.0,The Structure of Scientific Revolutions,The Structure of Scientific Revolutions,eng,3.98,15950,17508,838,484,1003,3297,6234,6490,https://images.gr-assets.com/books/1396422530m/61539.jpg,https://images.gr-assets.com/books/1396422530s/61539.jpg,1294,783,0.0
5424,255127,255127,254029,47,385517254,9780385517260.0,Peter M. Senge,1990.0,,The Fifth Discipline: The Art & Practice of The Learning Organization,,3.93,20935,21616,322,857,1311,4497,6850,8101,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1014,167,0.0
5471,84525,84525,81594,45,,9781781251560.0,"Marshall Goldsmith, Mark Reiter",2007.0,What Got You Here Won't Get You There: How Successful People Become Even More Successful,What Got You Here Won't Get You There: How Successful People Become Even More Successful,,3.94,14545,15974,513,293,884,3779,5612,5406,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,691,198,0.0
5483,48019,48019,46992,62,60833459,9780060833460.0,Peter F. Drucker,1966.0,The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),,4.11,16326,17223,378,318,721,3134,5701,7349,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1493,189,0.0
5495,10669,10669,13308,17,375758259,9780375758260.0,Roger Lowenstein,2000.0,When Genius Failed: The Rise and Fall of Long-Term Capital Management,When Genius Failed: The Rise and Fall of Long-Term Capital Management,en-US,4.16,15619,16476,460,183,395,2606,6635,6657,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1103,250,5.0
5496,44905,44905,937841,34,1590303164,9781590303160.0,Natalie Goldberg,1986.0,Writing Down the Bones: Freeing the Writer Within,Writing Down the Bones: Freeing the Writer Within,eng,4.17,18477,20838,1416,207,701,3527,7233,9170,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1112,1020,135.0
5514,166562,166562,160844,59,074349282X,9780743492830.0,Aron Ralston,2004.0,Between a Rock and a Hard Place,Between a Rock and a Hard Place,en-US,3.82,14350,17038,1659,405,1201,4265,6428,4739,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,564,564,468.0
5529,13530973,13530973,19092611,47,1400067820,9781400067820.0,Nassim Nicholas Taleb,2012.0,Antifragile: Things That Gain from Disorder,Antifragile: Things That Gain from Disorder,eng,4.04,16184,18506,1578,705,1113,2979,5654,8055,https://images.gr-assets.com/books/1352422827m/13530973.jpg,https://images.gr-assets.com/books/1352422827s/13530973.jpg,1937,353,0.0
5531,13259270,13259270,18360833,13,1451683405,9781451683400.0,Sam Harris,2012.0,Free Will,Free Will,eng,3.83,15647,16913,1193,615,1206,3887,5979,5226,https://images.gr-assets.com/books/1332196118m/13259270.jpg,https://images.gr-assets.com/books/1332196118s/13259270.jpg,949,491,130.0
5537,5752,5752,9151,36,142003344,9780142003340.0,Steven Pinker,2002.0,The Blank Slate: The Modern Denial of Human Nature,The Blank Slate: The Modern Denial of Human Nature,eng,4.07,15647,16429,643,397,803,2781,5801,6647,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2676,814,19.0
5545,28212,28212,1080309,29,312241356,9780312241350.0,"Randy Shilts, William Greider",1987.0,"And the Band Played On: Politics, People, and the AIDS Epidemic","And the Band Played On: Politics, People, and the AIDS Epidemic",,4.37,16769,17953,952,152,324,1945,5815,9717,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1525,1310,10.0
5610,1044141,1044141,1673783,68,743287932,9780743287940.0,Stephen R. Covey,,,The 8th Habit: From Effectiveness to Greatness,en-US,3.99,13765,14396,330,319,789,2989,4904,5395,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,732,119,0.0
5634,7054123,7054123,7305202,19,1594202435,9781594202440.0,Deborah Blum,2010.0,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,en-US,4.0,18997,20223,2188,455,886,4030,7784,7068,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2756,2077,260.0
5640,23317538,23317538,42872911,27,812995821,9780812995820.0,Brené Brown,2015.0,Rising Strong,Rising Strong,en-GB,4.19,22022,23919,1910,506,922,3320,8037,11134,https://images.gr-assets.com/books/1428641002m/23317538.jpg,https://images.gr-assets.com/books/1428641002s/23317538.jpg,1919,1103,59.0
5675,180463,180463,5429,40,1576751740,9781576751750.0,The Arbinger Institute,2000.0,Leadership and Self Deception: Getting Out of the Box,Leadership and Self-Deception: Getting Out of the Box,,4.11,13531,15706,1681,303,717,2684,5249,6753,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,761,111,12.0
5690,11256979,11256979,16183684,54,1439192812,9781439192820.0,"Richard Dawkins, Dave McKean",2011.0,The Magic of Reality: How We Know What's Really True,The Magic of Reality: How We Know What's Really True,en-US,4.04,14511,17067,1228,499,790,3094,5908,6776,https://images.gr-assets.com/books/1327883246m/11256979.jpg,https://images.gr-assets.com/books/1327883246s/11256979.jpg,1819,589,82.0
5702,21856367,21856367,41129225,46,147670869X,9781476708690.0,Walter Isaacson,2014.0,"The Innovators: How a Group of Inventors, Hackers, Geniuses and Geeks Created the Digital Revolution","The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution",eng,4.03,14890,16810,1393,481,693,2882,6481,6273,https://images.gr-assets.com/books/1410191571m/21856367.jpg,https://images.gr-assets.com/books/1410191571s/21856367.jpg,1768,863,107.0
5713,6474550,6474550,6665719,35,61914177,9780061914170.0,Gary Vaynerchuk,2009.0,Crush It!: Why Now Is the Time to Cash in on Your Passion,Crush It!: Why Now Is the Time to Cash In on Your Passion,en-US,3.85,17271,17926,856,536,1405,4310,5641,6034,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1024,177,0.0
5723,56465,56465,1212277,27,747538352,9780747538360.0,Gavin de Becker,1997.0,The Gift of Fear: and Other Survival Signals That Protect Us from Violence,The Gift of Fear: Survival Signals That Protect Us from Violence,,4.19,14609,18708,2231,194,587,3086,6513,8328,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2290,1512,59.0
5761,522525,522525,2171014,39,151010986,9780151010980.0,"Carol Tavris, Elliot Aronson",2007.0,"Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts","Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts",en-US,3.99,15249,16352,741,392,851,3443,5444,6222,https://images.gr-assets.com/books/1328876733m/522525.jpg,https://images.gr-assets.com/books/1328876733s/522525.jpg,1055,589,0.0
5765,49234,49234,1677648,56,60845503,9780060845510.0,Jared Diamond,1991.0,The Third Chimpanzee: The Evolution and Future of the Human Animal,The Third Chimpanzee: The Evolution and Future of the Human Animal,eng,4.04,15362,16369,633,234,621,3210,6547,5757,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1824,852,0.0
5772,142292,142292,137242,67,1430300612,9781430300620.0,Jill Bolte Taylor,2006.0,My Stroke of Insight,My Stroke of Insight: A Brain Scientist's Personal Journey,en-US,3.86,14734,18509,2900,259,1378,4614,6702,5556,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1556,944,730.0
5779,61329,61329,59649,24,60517123,9780060517120.0,"Geoffrey A. Moore, Regis McKenna",1991.0,Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers,Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers,en-US,4.0,14329,15368,322,399,792,2897,5539,5741,https://images.gr-assets.com/books/1421709292m/61329.jpg,https://images.gr-assets.com/books/1421709292s/61329.jpg,1338,136,0.0
5784,1662160,1662160,1656975,35,375424474,9780375424470.0,Neil Shubin,2008.0,Your Inner Fish: A Journey into the 3.5-Billion-Year History of the Human Body,Your Inner Fish: A Journey into the 3.5-Billion-Year History of the Human Body,,3.97,14784,16284,1130,394,916,3200,6052,5722,https://images.gr-assets.com/books/1320439515m/1662160.jpg,https://images.gr-assets.com/books/1320439515s/1662160.jpg,2188,930,4.0
5786,324748,324748,315438,30,1591841666,9781591841660.0,Seth Godin,2007.0,The Dip: A Little Book That Teaches You When to Quit (and When to Stick),The Dip: A Little Book That Teaches You When to Quit (and When to Stick),,3.83,15009,15969,1127,410,1154,4052,5551,4802,https://images.gr-assets.com/books/1311282216m/324748.jpg,https://images.gr-assets.com/books/1311282216s/324748.jpg,1385,353,0.0
5796,36076,36076,35986,44,074329730X,9780743297300.0,Stephen M.R. Covey,2006.0,The SPEED of Trust: The One Thing that Changes Everything,The Speed of Trust: The One Thing that Changes Everything,en-US,3.97,13708,14707,461,315,865,3196,4930,5401,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,726,145,0.0
